text,label,predict
"one of the better kung fu movies  but not quite as flawless as i had hoped given the glowing reviews . the movie starts out well enough  with the jokes being visual enough that they translate the language barrier  which is rarer than you  d think for this era  and make the non  fight dialogue sequences passable  for a kung fu movie  this is a great compliment  . unlike other chinese action movies  which were always period pieces or  in the wake of jackie chan  s police story i  cop dramas  pedicab driver gives us a look at contemporary rural china . unfortunately  in the latter    of the movie it takes a nosedive into dark melodrama tragedy which i thought was unnecessary .  br    br   the action is overall good  featuring a duel between sammo and    of the shaw brothers  only  stars  kar  leung lau and then a fight at the end with that taller guy who always plays jet li  s bad guy . there  s only   minutes of combat here  which is standard  but what annoys me is the obvious speeding up of the camera frames . i get that they have to film half speed to avoid hurting each other  but there are smooth edits and then there  s this . it really takes away from the fights when it  s this obvious the footage was messed with .  br    br   that said  if you like kung fu movies  my opinion here won  t dissuade you  and if you don  t  you just wasted  minutes of your life reading this .  
",1,1
"this was a movie i could not wait to see  so i finally got it and i was pretty disappointed . for starters  the movie has so little said about new york  just a bunch of confusing shots of buildings  streets  bridges and cafes . it really doesn  t stay focused on the new york magic . another thing that changed my mind was the french movie set inside this movie . i know that it is a remake  but it is not a french style remake  anyway  here you will notice elements that remind you of french movies  such as long and messy scenes  no or little talking and of course everyone is smoking french style  the story follows many lives  too many for my taste  and they somehow seem connected in the end . i feel like there was no dedication to the characters as much as there was on the stories . the movie was too short to cover every single destiny everyone  s happy ending . so we can see about   people for about  minutes each . and there you have your    minutes  if you like active scenes dialogues and stuff this is not the movie for you  i give it  just because i love new york and i loved the cast   
",0,1
"well let me go say this because i love history and i know that movie is most important piece in our history and it was beautifully executed movie and julia stiles became my   favorite actress after seeing her in  the    s  and i own this movie in my video box with many movies and i suggest you to look for her new movies in the future and try to enjoy history      
",1,1
"for my first taste of shakespeare on stage  i cannot believe what these people did to a perfectly good play .  br    br    let  s start off with the good bit  shall we    br    br   alan rickman is alright  although some of his dialog could have been delivered with more feeling . the rest of the actors needed to pull it together .  br    br   romeo  romeo  whyfore art thou not dead yet  romeo  the actor  while not only completely wooden and deadpan  could not read his lines with any gusto at all . he was completely out of focus  had difficulty even looking juliet in the face  and absolutely no grace with the lines that he was given . whoever cast him deserves to be punished . juliet is almost passable  but she gives no depth to her character  and seems to be completely out of touch with the play . mercutio was incredibly creepy and completely out of character for the entirety of his dialog . benvolio was unfeeling and mercilessly choppy with his lines .  br    br   i was forced to endure this half  baked production of romeo and juliet . the acting was stilted and the costumes were nothing short of distracting . i have seen kindergarten puppet shows with more effort put into them . i only wish that i could give this movie a rating of zero .  
",1,1
"i can agree with other comments that there wasn  t an enormous amount of history discussed in the movie but it wasn  t a documentary  it was meant to entertain and i think it did a very good job at it .  br    br   i agree with the black family . the scenes with them seemed out of place . like all of a sudden it would be thrown in but i did catch on to the story and the connection between the families later on and found it pretty good .  br    br   despite it wasn  t a re  enactment of the   s it did bring into the light very big and important landmark periods of the decade . i found it very entertaining and worth my while to watch .  
",0,1
"easily the best known of all the shakespeare plays  it has been seriously let down here . shoddy direction  stagnant studio work and erratic performances spoil a fine tragedy .  br    br   in the town of verona  the capulets and the montagues have been feuding for centuries but tragedy is imminent when romeo  patrick rycart   a montague  falls in love with juliet  rebecca saire   a capulet . bloodshed soon erupts . . .  br    br   the studio work  especially in daytime scenes  seriously stagnates the energy of the play . it  s a story that  with it  s energy  deserves to be shot outdoors . coupled with this the costumes are hideous  with too many tights and ludicrous codpieces . the stage fighting looks horrendous  with far too much stretching and running around to be engaging .  br    br   patrick ryecart is too lightweight to be a truly effective romeo . he manages the character  s intensity when the plot gets going but his stately accent and bland  often inexpressive eyes limit his range . it is very hard for the audience to relate to this romeo . rebecca saire is too youthful to be a good juliet  she captures the character  s naivet but a little more sassiness would have been welcome .  br    br   the supporting roles don  t fare much better . joseph o  connor  s friar laurence is fine but too many of his best lines have been cut . anthony andrews  mercutio belongs on stage and not on camera . he gurns and gesticulates excessively and looks rather ridiculous as a result . alan rickman  underplaying his role  has virtually no presence as tybalt . he did develop an edge and intensity to deliver some fine screen performances in later years  but that isn  t in evidence here . the prince can be a fine role with his brief appearances but actor lawrence naismith fails to give the part any authority on camera . only micheal hordern  in probably his best role in this series  comes out of this with any dignity . his capulet is well  played and a joy to watch .  br    br   see one of the other versions of this story instead .  
",1,0
"great  great  great  that is all i can say about that movie  but imdb want at least four lines of text so i  ll elaborate . the cast was great  jerry o  connel is soooo cute    the music was great  the sixties had the best music ever  imho   the historical material was interesting  and so was the way they made the actors of the    s seem like they were actually there in the    s . and most of all  the stories of the main characters brought tears to my eyes  and that is the greatness of any drama . but in one word great   
",0,1
"have to admit  this version disgraces shakespeare upfront  none can act except the nurse who was my fav  juliet had good skills as a teen but she can  t give emotional depth to her lines and we really can never connect to her . she  s worse doing the scene when she is contemplating drinking the sleeping potion . . . god stop whining  i would have poured it in her mouth to shut her up  anthony andrews . . . yikes  considering his other great movies  brideshead revisited  ivanhoe  scarlet pimpernel   he  s quite a shocker in this one . and don  t get me started on romeo . . . puhleasssssee  it  s still good to see if you  re on the hunt to see every romeo and juliet ever made in the history of film . olivia and leonard  s version is still the best  followed by leslie howard  s version and then the current leo and clare   
",1,0
"the   s is a well balanced mini series between historical facts and a good plot . in four deliveries  we follow a north american family  with  members . but we don  t only see them . we also follow the story of several characters as a black reverend  an extremist student leader  and a soldier in vietnam . the filmography is just extraordinary . in the first chapters  we see some shots of the vietnam war  in between the scenes . the next chapter  doesn  t start where the last one finished  it starts some time after  giving us a little mystery on what happened . in general  the   s mini series  is a must see  not only for hippies fanatics  but for everyone with little curiosity about the topic .  
",0,0
"celia johnson is good as the nurse . michael hordern is good as capulet  though it  s his usual neighing and whinnying and not a patch on his king lear . john o  conor reads the verse well as friar laurence though he never takes it anywhere . alan rickman is good as tybalt  in the first of his  yuk  roles that would make him famous . christopher strauli  s benvolio is sympathetic .  br    br   the sets are pretty  if not stunning as in some of the other bbc shakespeare  s .  br    br   and that  s it . the rest is weak to dreadful . rebecca saire turned   during production  and hasn  t a clue about how to act juliet  she opens her eyes real wide and whines every line in exactly the same way . patrick ryecart is poorly matched to her  and his self  regard is inexplicable . the balcony scene flows smoothly and uneventfully with zero emotional or erotic impact . their deaths come as a relief . if i had a dagger  i would have offered it to them hours earlier .  br    br   anthony andrews is unspeakable as mercutio  a great shock if you remember his fine work in  brideshead revisited .  he breaks the mirror of shakespeare  s verse into a thousand shards of two or three words each  and then shouts the fragments in as disconnected and unintelligible manner as possible . in this production  queen mab abdicates . awful .  br    br   the director  alvin rakoff  shows only an intermittent gift of putting the camera where it will show us what we want to see . the opening brawl is notably incoherent . however there is humor when in a later fight  romeo apparently knees tybalt right in the cobblers . tybalt then grabs the offended region . however did that get through   br    br   rj is a long play . this version is not recommended for classroom use  or much else .  
",1,1
"i love the movie . it brought me back to the best time of my life .  br    br   we need that time again  now more than ever . for me it was a time of freedom  learning  and finding myself . i will always miss it . there will never be another time like the    s  unfortunately .  
",1,1
"this movie is phoniness incarnate  a straight      on the phoniness scale . the fakeness of the accents as well as the tightness of the cardigan spandex pants are just staggering . yanks  although the real scotland may be just as colourful  if you ever go there don  t expect to be given much of a the chance to  dance out  controversies with the locals . also  don  t attempt to sway local opinion through the otherwise fine art of tapdancing .  br    br   there are a couple of infectious singing  and  dancing scenes  but the plot is far too cheesy and linear  and the dialogue is often too weak . i also doubt whether anyone would want to be stuck in a timewarped   . th  century scottish village in the boondocks rather than gay new york city . maybe it wasn  t such a big sacrifice for that priest to have left brigadoon  maybe he was just trying to get the hell out of that dump .  br    br   watch it for the fine alternative  reality view of what a christopher streed day  parade in scotland would look like on lsd . other than that i  d only recommend it to hollywood muscial completists .  
",1,1
"i accidently felt on this movie on tv  and i wasn  t able to leave it . . . . it  s really an excellent movie which makes people learning about american  s history with the vietnam war  the flower power  s time  the racism  s fight . . . . it illustrates the conflict of generation  of political opinion  of race which took place in the    s . . . . i  m born in     so i didn  t know all that stuff before . . . in france  usa  s history is not a priority and that movie really learned me a lot of facts  by the way  i think all the actors are great especially jordana brewster  josh hamilton and jerry o  connell . now i can see this film more then  time each day   it  s really great . . . . what a shame it only appeared on tv not in cinemas . . .  br    br    
",0,0
"superficically   brigadoon  is a very promising entertainment package . gene kelly and vincente minnelli  the team behind  an american in paris   are reunited with a lot of the great craftsmen and women behind their previous collaborations . gene  s leading lady is cyd charisse  one of the best dancers of   s    s cinema  and unlike the generally superior  it  s always fair weather  this film gave them the chance for not only one but two dances . lerner and loewe were the rising team behind such future hits as  my fair lady  and minnelli  s musical masterpiece  gigi   lerner and minnelli had already demonstrated their sanguine collaborative juices on the excellent  american in paris .   br    br   what happened along the way  why is the movie itself such a stupid bore  minnelli himself didn  t want to do the movie  despite his previous warm artistic and personal relationship with lerner . maybe it was because the movie  s innate conservatism was just a bit too much of two steps forward for mgm and one step backward for vincente minnelli . but once trapped in this assignment like the denizens of brigadoon are trapped within its city limits  minnelli strove to turn it into something that would be entertaining in a specifically distracting  if not liberating way . the ultimate result is truly horrific to behold .  br    br   while aiming for the naive charm of previous minnelli hits like  cabin in the sky  and  meet me in st . louis   the plaid  tights wearing inhabitants of brigadoon can conjure up none of the illusive nostalgia of those never  have  been locales . its whimsy doesn  t even match up to the glossy luster of  yolanda and the thief  or  the pirate  because the highlands settings seem at the same time too specific for such an exotic fantasy and too generic for real human emotions . the only people in brigadoon who i at least can relate to are the malcontented man who tries to escape and the unfortunate fellow  traveler played by van johnson who accidentally shoots him . the general proceedings in the township of brigadoon itself are too arcane and provincial even to be attributed to a backwards form of christianity they seem positively pagan in their aspect . for example  in exchange for brigadoon  s immortality  the honorable and most generally  good  pastor of the town has sacrificed his own place in the supposedly blessed refuge .  br    br   at one point we  re assured that  everybody  s looking for their own brigadoon .  suffice it to say the box office for this picture confirms my own suspicion that most of us aren  t looking for this kind of quasi  queasy paradise . the premise itself is ridiculous and almost insultingly patronizing  but could work if the players were perfect . but kelly himself is the most patronizing thing about the movie  and charisse is horribly miscast as a virginal optimist in much the same way as lucille bremer was miscast in  yolanda and the thief .  van johnson does his best version of the classic oscar levant sidekick to kelly  even lighting  cigarettes at one point like levant in  aip    and he provides a lot of amusing moments . but it says something in itself if the best part of a big budget extravaganza with all the best talents of mgm is a tossed  off van johnson performance .  
",0,0
"can any one help find out the title and artist of the song  that was played at least halfway through the movie . i can  t remember what scene was playing . the words in the song are of a ballad . some of the lyrics go like  it  s natures way of telling you somethings wrong .  it  s natures way of telling it in a song .   it  s natures way of forgiving you .  please help me with this question . thanks so much  i have been searching the internet for days  i can  t get this song out of my mind . so now this will challenge me to find some one out there who may be able to help mer with this matter . i wish i would of been paying attention to the scene  when it was playing .  
",1,1
"i saw brigadoon on tv last night    sept      . i am   years old and have been watching films as long as i can remember . i can truthfully say that brigadoon stands alone as by far and away the worst film i have ever seen . the accents were shameful . the local children  s club would have produced better sets . the characters were so wooden that they probably contracted dry rot from the tears of the patrons who had the misfortune to watch them . it is to be hoped that the stars of this film had hides thick enough to protect them from the embarrassment which they must have suffered on seeing this film . the owners of this tripe should perform a great service to mankind and destroy all copies of this film .  
",0,0
"me and my sister rented this movie because we were in the mood for something trashy and not so demanding to watch . however the movie greatly exceeded my very low expectations .  br    br   it is so much more than just a representation of a century . it has very real portrayals of the characters within it and most of the actors do an amazing job . the different stories are baked together with actual footage from the time that gives it a very unique touch . while watching it i really felt that i cared about what happened to the characters .  br    br   i would also like to give endless amounts of praise to julia stiles in her portrayal of katie  she was great in a way that stood out   br    br   i would recommend this movie to anyone . .  
",0,1
"i remember when i first saw this movie  i was in sixth grade when it happened . before i saw this  i had listened to the original broadway recording of it  and i really loved it  but when i saw this  i was like  what the heck   this movie is missing a lot of the songs from the musical for crying out loud  who decided to do all of that    br    br   i really am a very huge fan of gene kelly  but this movie is probably the worst of a musical that he ever did  the movie looked more like a hollywood set than the beautiful highlands of scotland . and who the heck decided to cut all of meg  s songs out of the movie    br    br   i am willing to bet that when they saw this movie  lerner and lowe were probably wondering  who in the world decided to do this to our masterpiece   well they had a right to say that if they did  they were probably mad at the fact that hollywood turned their great musical into this rather blank movie .  br    br   song and acting wise mr . kelly  you passed the audition with flying colors  but you are in a movie that is missing a lot of the text .  br    br   so in short  if you want a good movie based on a musical by frederick lowe and alan jay lerner  this one isn  t it   br    br        
",0,1
"the    s is a great movie  i saw it completely in one night  about the hippy movement in the late    s . although the title would suggest otherwise the first  years of the    s are not really important in this film .  br    br   the main character of the movie is michael  a political activist who goes on the road in the us against the vietnam  war . there he meets his girlfriend  sarah . michael  s brother  brian  goes to vietnam to fight  what a surprise   . he comes back from the war and changes in a  tom cruise born on the fourth of july  look a like and then into a hippy . his dad is a pro  vietnam war type of guy  what a surprise    . michael  s sister kate gets pregnant from a rock  roll artist and runs away from home and goes to san francisco during the summer of love . the ending is very poor  father becomes a liberal and everybody is happy   but i let this slip away from my vote  the rest of the movie is very good   .  br    br   the performances by the actors are pretty good and the soundtrack of the movie is absolutely brilliant . all the main events of the sixties are in the movie  like the murders on jfk and martin luther king aswell as the big hippy protests  the summer of love and woodstock  look closely for wavy  woodstock speaker  gravy  what we have in mind is breakfast in bed for    .      as a first aid employee at the woodstock festival   br    br   in the end  the    s is a beautiful movie about a beautiful decade        
",0,0
"can fake scenery ruin a picture  you wouldn  t think so  but it actually for me in here . listen  i have a lot of classic  era movies and i know pretty much what to except  such as the drivers steering immobile cars in front of a screen  etc . but a lot of that hokey business has to do with action scenes . to have fake scenery  fake mountains and flowers shot after shot as seen in  brigadoon  gets insulting after awhile .  br    br   as far as the music entertainment went  this is always subjective . what songs one person likes  another may not so that shouldn  t be a big part of judging a film  whether someone likes the songs  . i could blast this movie for its corny     songs  dances  romances and characters but that was the    s and a lot of people liked this sort of things . musicals did very well in the    s . me  i liked the    s and    s with the great taps . by the    s  tap was out and this new stuff  which i can stand  was it . does that make this a lousy movie  no . it just makes one i didn  t care for very much  br    br   despite the good cast  good director and high expectations  this film bombed at the box office  and with me . i should have liked it more  being a dreamer myself and that  s a nice part of this story . i am not the cynical type and a nice town and nice people making me feel good sounds awful appeal . then why couldn  t i connect with this film  part of it also was the dancing . i don  t care for the stuff that replaced tap dancing on screen . but  no  the thing really turned me off what that staging . there was no scotland  no highlands  just a hokey  looking background to make it look that way and it turned me almost from the start . score one point for today  s realism where they  go on location  most of the time .  
",0,1
"what the movie the   s really represents  to those of us who growled around in the belly of america in those times  is the turbulence and diversity of the decade . despite the exaggerated  stereotyped characters  the genuineness of the issues remains clear .  br    br   not only were those radical times of change  but also very confusing times . two basic things changed our world then the     civil rights act  and the overwhelming influence of the media . those two new freedoms began social changes that soon became institutionalized .  br    br   from chaos came sensitivity  from disorder came values . bear in mind however  that the bulk of americans were not involved in this . . . they worked  they played  they watched the news . . . and slowly they became effected by the efforts and struggles of the minorities . . . the civil rights workers  the political activists  the anti  war efforts  the war on poverty . . . .  br    br   the representation of the power of the press and tv in particular  was well reflected  although the conflict between the general public  s attitude and those seeking to change things was at best ignored . . . and at worst  misrepresented . . middle class americans weren  t all standing around angrily holding baseball bats  or disowning their wayward daughters . they were confused too . let us not forget how folk singers suddenly became protest singers  and how the beatles began an onslaught that killed the folk  protest movement . there are no beatle songs in the movie  or even any mention of them .  br    br   i think if you didn  t live the decade  you might not have a sense of what the movie is about  the overall picture is a bit dim . at one point i held down a steady job while my sister lived at the hog farm commune and went to woodstock . at another point i was in haight asbury and in the detroit riots while she worked and played the housewife in maine and connecticut . roles were constantly changing .  br    br   the movie depicts three siblings of a middle class family . they represent the hippie child  the political activist  and the active military personnel . dad represents the typical attitudes  and mom represents the voice of reason  tolerance  and sometimes compromise . . . for the sake of peace .  br    br   the black family comprises a minister and his son . . . disproportionately  i think . i assume the producers knew all the variables and had to settle on limitations  or else the film would have become a long  boring  documentary . dad  s message was that anger produces bitterness  and bitterness produces chaos . it was clearly a message directed to today  s youth .  br    br   we are looking at a unique solution to social problems  and also how issues divide us . . . the   s were unusual in that way  and only the roaring   s compare . in other words  this movie has a moral after all . in the end  it is our collective individualism that survives . put that in your oxymoron list .  br    br   everyone was a god  a guru  or a free  spirited genius in the   s . it was a time of magic and madness . no one will ever nail the   s down right . . . it was too diverse  this movie is close  . at least we can say we are not ashamed of it  that we learned and grew from it  and that for once  a generation shaped and changed america . . . for the better .  
",0,0
"where is it written that sequels must suck  scream  didn  t  others didn  t  but this one sure did . . . problems include horrible actors  only christopher walken could act in the entire film   bad writing  you will never understand what  s going on and i even have done research on the idea of nephilim before   and just horrible choices for casting . eric roberts makes the stupidest archangel michael that i have ever seen in my life   br    br   avoid it like the plague unless you are desperate to see christopher walken . in that case just fast  forward to the parts where he is in the film  and avoid the others .  br    br   yech     
",0,0
"this story was probably one of the most powerful i have ever taken in . john singleton certainly went above and beyond when putting together this educational masterpiece . brilliant performances by the whole cast  but epps and rapaport turned in the best and most convincing of either young star  s career .  br    br   however  as a college student myself  many of the issues that singleton touched on were taken to the extreme . in a sense that  while they are issues faced on many college campuses  they aren  t presented as big or out in the open as this movie would make one believe . in some instances  it almost seemed ridiculous to think that something of this nature could actually occur . however  aside from the fact that it was a little over dramatic  the film was brilliant and left me stunned  unable to talk  just think . one of the things from this picture i will remember forever  was a quote from lawrence fishburn  s character   knowledge is power  without knowledge  you cannot see your power .  brilliant  just brilliant .  
",0,0
"  major payne  is a film about a major who makes life a living hell for his small group of boys in the marines . this film does not really have a lot to offer  but it provides several hilarious moments that are well  worth a watch . don  t expect it to be a memorable film  however . just expect to laugh your way through the film and at the expense of other people . the confrontation between major payne and the chubby boy were hilarious  and that  s really all i remember about the film except for the boys wanting revenge on major payne . again  it is not a great film  and it is probably best watched on a rainy day when you need some laughter .  
",0,0
"this movie had lots of great actors and actresses in it and it addressed some very noble issues . it  s full of emotion and the direction is done well . the storyline progresses very quickly  but i guess that  s better than having to watch a  hour movie . this is an easy movie to watch again and again and enjoy .  
",0,0
"judy holliday struck gold in     withe george cukor  s film version of  born yesterday   and from that point forward  her career consisted of trying to find material good enough to allow her to strike gold again .  br    br   it never happened . in  it should happen to you   i can  t think of a blander title  by the way   holliday does yet one more variation on the dumb blonde who  s maybe not so dumb after all  but everything about this movie feels warmed over and half hearted . even jack lemmon  in what i believe was his first film role  can  t muster up enough energy to enliven this recycled comedy . the audience knows how the movie will end virtually from the beginning  so mostly it just sits around waiting for the film to catch up .  br    br   maybe if you  re enamored of holliday you  ll enjoy this otherwise i wouldn  t bother .  br    br   grade c  
",0,0
" spoilers   br    br   this movie always seems very exaggerated  until i remember that my college campus had a former  student  turned  nazi  racist  killer  who  then  committed  suicide  too his name was benjamin nathaniel smith .  br    br   look him up in the wikipedia  i added a few photos to their article about him .  br    br   it  s hard to believe  but this stuff really does happen .  br    br   i  m not a big fan of omar epps or ice cube  but larry fishburne  kristy swanson  jennifer connelly  mike rappaport were good .  
",1,1
"i think cliff robertson certainly was one of our finest actors . he has a half dozen classics to his credit . he does fine here as the heavy  but the direction is so bad and the pacing so tiresome  it never gets off the mark . the story starts off well although it makes me wonder how he could count on his wife hanging herself . still he mugs well and carries things along . the death knell is twofold . first of all  if we were to take the amount of time characters spend walking from one room to another or one part of the house to another  it would eat up about a third of the movie . add to that  robertson  s character sitting up in bed in the blue light  looking confused  that might add another chunk . i agree with those that said a half hour shorter would have made it a pretty decent  though insignificant film . the biggest weakness is just a convoluted plot that  when all is said and done  leaves incredible questions . i  m not putting in spoilers  but when it ends  don  t think too much . i can come up with ten what  ifs without raising a sweat . it would have been better if it had remained a ghost story .  
",1,1
"french film directors continue to amaze with their extraordinary ability to simulate the sights and sounds of ordinary  everyday suburban life . this was readily apparent with the release early in     of l  emploi du temps  time out   a brilliant character study of of a white collar worker  s descent into melancholy after having been fired from his job . as is the penchant of french filmmakers  many scenes were shot on real streets and in public places  giving a cinema verite feel to the story  yet l  emploi du temps also possessed an elegant look thanks to excellent camera work and some stunning location footage  most notably a swiss mountain retreat  . running fairly on the heels of that masterful movie comes another impressive french production  jacques audiard  s gritty crime caper  sur mes levres  read my lips  . actually  to tag this film a crime caper does it a disservice because it is so much more than that . as with the earlier french release  it is an incisive character study of marginal people using their wits to get ahead in a society that has turned its back on them . in a paris construction firm carla  a shy  diminutive young woman sits at her desk  sequestered to an area of the office that is a major pathway to the xerox machines and restrooms .  br    br   obnoxious coworkers use the front of carla  s desk to chat and drop off their half  finished styrofoam cups of coffee . partially deaf  carla turns her hearing aids on and off at will if noise becomes bothersome  be it the drone of the paper copiers or the shrill crying of a friend  s baby . when her boss calls her into the office to suggest that she hire a secretarial assistant to help her with the work load  carla fears she may lose her job . at the employment office carla lists the specifications she wants for her assistant  preferably male  as if she were at a personals agency . he should be   years old and clean  cut  with extensive computer and filing skills . when the agency sends over an unkempt  menacing looking young man  carla is both shocked and intrigued . they leave the office and have lunch at a local eatery  where carla interviews her prospective assistant . when she finds out that he has just gotten out of prison  carla initially wants nothing to do with paul  but has a change of heart and hires him on . although she is basically kind toward her helper  carla now finds herself in a position of authority and possessing a newfound sense of power . paul learns quickly and becomes an able worker . carla helps paul find a temporary place to live and even covers for him when his parole officer shows up one day at the office wondering why paul missed his appointment . during one of their lunch breaks carla informs paul of her hearing deficiency and reveals her ability to read lips . later  when an avaricious coworker blatantly takes over a project carla has been working on  a furious carla asks paul  s help in seeking revenge on the man . from here on in sur mes levres becomes an increasingly intense crime drama escalating into some of the most violently graphic scenes that have been shown on the screen in recent years . the screenplay borrows elements from hitchcock  most notably rear window  where carla  s lip  reading talent comes into full play using a pair of binoculars . there is a teasing  on  again  off  again sexual attraction between the two protagonists that culminates in a rather strange homage to north by northwest  but it works because of the considerable sexual heat that builds slowly between the two stars . that being said  what one carries away from this movie isn  t so much the similarities to classic hitchcock thrillers  although those elements are definitely there  but the pervasive view a of a modern day city  in this case paris  where life runs the gamut from mundane workdays to a boozy  garish nightlife where sex  drugs and laundered money infiltrate the lives of several characters . unlike hollywood productions  this is a psychological suspense yarn where the people look like the everyday man and woman on the street  where a punch in the face or groin sounds like a sickening thud and where the office is a place to be feared . it  s hitchcock with the gloves off .  
",1,1
"following the success of  paris  je t  aime   a group of directors decided to get together and make a similar anthology style film based in new york . unlike the original film  the stories in this film seem to sometimes come and go too quickly   by the time you think are getting into a story  it  s over in too many cases . and  the often start up and stop and then begin again   with the stories woven together . as a result  there is no title to indicate that a story is complete and it is less formal in structure .  br    br   sadly  however  while  paris  je t  aime  was hit or miss  mostly hit   most of  new york  i love you  was miss . the stories tended to be much more sexual in nature but also far less sweet   and often quite terrible . it was an amazingly dull and uninteresting film with only a few exceptional stories   and perhaps the often depressing music made it seem more so . now understand  it was good quality music but its somber tone really  really made me feel like cutting my wrists  among the better ones was the story about the young man who took a girl in a wheelchair to prom  the couple talking about cheating outside a restaurant  though this was also in the first film  and the crotchety old couple . this is all so sad because i had loved the first film so much   and i really wanted to love this film . i respected what they tried but simply didn  t like it very much .  br    br   by the way  and this is not really a complaint  but i was amazed how many people were smoking in the film . for a recent film  that was unusual in our more anti  smoking culture .  br    br   also  if you get the dvd  there are two segments included as extras that were not included in the film . one consists of kevin bacon  wearing a cool fedora  eating a hotdog . . . . and absolutely nothing more for almost ten minutes . the other features a teen who spends the film videotaping the world   including a very unhappy couple .  
",1,0
"of life in  some  colleges . of course there were artistic licenses taken  but some of what you saw in this film go on in some colleges .  br    br   i went to colleges in southern california where the races pretty much hang around with their own . it  s funny because these are schools that want racial unity  equality etc . and i can honestly say  that it  s there . but the thing is when class lets out  or when they  re just hanging out waiting for class  they  students  seem to just hang around with people of their own race or ethnicity . is that bad  not really . everyone needs a feeling of belonging . but like the school paper of one of the schools i attended once wrote about that   we should all try to hang around with students of other ethnicities and try to know them .  otherwise you  re creating your own segregation .  br    br   racism certainly existed in one of those schools i attended . one time someone put leaflets around campus talking about the glories of the aryan race and had the symbols of some of those racist organizations . fortunately  nothing happened like the incident in the movie where the young caucasian man went off and started shooting at a multiculturalism gathering .  br    br   i can only hope and pray that nothing like that ever will happen .  br    br   so is  higher learning  overly dramatic  exaggerated  maybe . is it way  off mark   it depends on where you went to or go to school . the race thing where the ethnicities just hang around with their own does happen . minus the hollywood exaggerations  the race thing hit pretty close to home for me .  
",1,1
"this movie was o . k . but it could have been much better . there are some spooky moments but there aren  t enough of them to make me ever want to see this movie again . there are some scenes you could fast forward through  not miss anything . the biggest flaw is that it is so predictable   that is the reason why i rated it so low . it  s watchable but don  t expect anything great .  
",1,1
"first one has to take into account the time period this film was made in .     . rappers were in it  and that added to the flair of it .  br    br   remy was a socially awkward teen trying to find his way and couldn  t  until he met and was befriended by nazis . they took him in . nazi  s aren  t all this awkward  but like most gangs  they fill a void that is missing be it economic  social  emotional  whatever . michael rappaport played the part perfectly .  br    br   omar epps was the hot shot track star  with a questionable work ethic and a chip on his shoulder . he kept trying to feel sorry for himself and his plight  and had his girlfriend and professor to straighten him out on it .  br    br   kristen was a young white girl trying to find herself and trying to fit in  until she was date raped . she then found her self experiment with her sexuality  and getting involved politically .  br    br   this film deals with racism and like most things that deal with racism  people  s own perspectives come into play .  br    br   i read so many comments about how there were no  evil  black characters but there were evil white one  nazis  . so what  remy wasn  t portrayed as evil at all  he was trying to find his way  and kept failing until some skinheads accepted him . he was scared  it was sad to see him devolve how he did . he even says right before he kills himself  i didn  t mean it  i wanted to be an engineer .  br    br   ice cube and busta rhymes were angry black men  ice cube was somewhat of an intellectual  and busta rhymes was just portrayed as a dumb thug . they both showed no consideration at all for their roommates  and generally appear to not like white people very much . they were angry like the nazis but not on the level of nazis in terms of overall badness . sorry if this makes it seem unfair  but are there really black groups like the nazis  no .  br    br   people say it shows white  bad blackgood . not true  the only bad white characters were the nazis and the police  which is more or less true in real life . kristen was a good girl  her boyfriend  omar epps roommate  was a good guy  and even remy was a good guy  he was just misguided .  br    br   omar epps  ice cube and busta were seriously flawed characters  angry and inconsiderate . although their constant harassment by police seemed to justify some of their anger . remy  s inability to fit in seemed to justify his anger as well .  br    br   good movie  well done . like all movies that deal with racism  its a great piece to get a discussion going .  br    br   i don  t think cube and busta coulda beat those nazis though .  
",0,0
"the character acting is a little stiff  as if it is the first time man of the actors have appeared on screen . unfortunately one of the better actresses  jean simmons  played many bit roles on tv  like in star trek tng and in the heat of the night   dies quickly and thereafter her acting can be markedly missed .  br    br   the lead role is mr ballard  as portrayed by cliff robertson . cliff is forced to carry this movie with his body language for most of the time . he doesn  t do a poor job  but it is a little overmuch to ask of an actor to plug the oceans of blank screen time during which the characters spend their time not talking and also not acting . robertson  s most memorable role may have been ben parker in the last  spider man movies  starring tobey maguire  .  br    br   the plot is predictable . a husband murders his rich wife for her money . thereafter the wife seems to comeback and haunt the husband driving him insane until he leaps from a high window  fearing the specter of his dead wife approaching him  on the day he is predicted to die no less .  br    br   the second chauffeur mr ballard hires looks a lot like an english mark hamill . uncanny really  the only thing that stands out is the utter disregard for dialogue . many minutes pass in quietness  no one speaks  and few act . it is a shame the mst  k guys never got hold of this movie . it could have been much better  if not just as predictable  with more dialogue  or shorter scenes of  nothingness  .  br    br   i kept expecting g  mork  s red eyes to appear from the shadows and proclaim that he works for the  nothing  that inhabits this film .  
",1,1
